Feature	Gain	Cover	Frequency
ctrx_quarter_lag1	0.0757571532144011	0.0117757078420912	0.0124595777059159
ctarjeta_visa_transacciones	0.0562933410399342	0.0164674666957183	0.016929807875214
mcaja_ahorro	0.0532499531476892	0.0111803720927561	0.0143618033098726
ctrx_quarter	0.051702116915399	0.0175169679659979	0.0112231310633441
cpayroll_trx	0.0356307047845542	0.0158759285303066	0.00456534144949591
mcaja_ahorro_lag1	0.0287053592935259	0.00566402991647036	0.00789423625642001
mpayroll	0.0263306545778692	0.0204518434300286	0.00865512649800266
Visa_mpagominimo	0.0226573626467293	0.00883404884537677	0.0126498002663116
mactivos_margen	0.0172443355918679	0.0133633612284467	0.0127449115465094
mprestamos_personales	0.0168043884418625	0.0186034624269191	0.00561156553167206
mpayroll_lag1	0.0150353986976488	0.0105780519378208	0.00770401369602435
Visa_msaldototal_lag1	0.013982447325475	0.0037218901222866	0.00703823473463953
ctarjeta_debito_transacciones_lag1	0.0107980863585116	0.005208919749918	0.00561156553167206
cprestamos_personales_lag1	0.00942548676160785	0.00137781176547527	0.00066577896138482
ccomisiones_mantenimiento_delta1	0.00941528233932391	0.00579027040105923	0.00209244816435229
mactivos_margen_delta1	0.00940390839479649	0.00721525201345104	0.00779912497622218
Master_fechaalta	0.00926033532275242	0.0108295611164019	0.00913068289899182
Visa_msaldototal	0.00833894101833658	0.00831398886428956	0.0115084649039376
mrentabilidad	0.00800357240162194	0.00402838690453864	0.00570667681186989
mrentabilidad_lag1	0.00721680939293691	0.00626579359913674	0.00570667681186989
mcomisiones_otras_lag1	0.00698990091910166	0.0099717984740184	0.0112231310633441
mactivos_margen_lag1	0.00669264582760634	0.0146160698843609	0.00932090545938748
thomebanking	0.0066124882116763	0.00286391846348984	0.00237778200494579
cpayroll_trx_lag1	0.00585828389040042	0.00566120683764242	0.00304356096633061
mcomisiones_mantenimiento	0.00583628969642869	0.00596405261891024	0.00285333840593494
mprestamos_personales_delta1	0.00534855427331737	0.0135760042121639	0.00408978504850675
mcomisiones_lag1	0.00530926815372914	0.00609251084907836	0.00789423625642001
