Feature	Gain	Cover	Frequency
ctrx_quarter_lag1	0.0910287255654567	0.0166106541139615	0.0125054848617815
mcaja_ahorro	0.0865424968737832	0.0231061338289793	0.0157964019306713
ctrx_quarter	0.0847973141169802	0.0246548483619796	0.0140412461605968
ctarjeta_visa_transacciones	0.0598953239357479	0.0221220178013272	0.0186485300570426
cpayroll_trx	0.0505993676109558	0.0321316071915679	0.008117595436595
Visa_mpagominimo	0.0421803451073875	0.0108793120580821	0.0114085125054849
mcaja_ahorro_lag1	0.0410453365966909	0.00974424441337771	0.0133830627468188
mpayroll	0.0362378143843576	0.0300672321039255	0.0127248793330408
mactivos_margen	0.028898077917627	0.0213490525903155	0.0171127687582273
ctarjeta_visa_transacciones_lag1	0.0281276647449272	0.0072384389299665	0.0107503290917069
mprestamos_personales	0.022902380883992	0.0228868946899319	0.00767880649407635
mpayroll_lag1	0.0140160635921608	0.0163058179629487	0.0127248793330408
ctarjeta_debito_transacciones_lag1	0.0139545200690995	0.00479636558696939	0.00789820096533567
mactivos_margen_delta1	0.0129644231180588	0.00857436578107953	0.00987275120666959
ccomisiones_mantenimiento_delta1	0.0117031230330683	0.0133512905931241	0.00526546731022378
cpayroll_trx_lag1	0.0108905122393218	0.0109947038576915	0.00372970601140851
mrentabilidad	0.0105481721117594	0.0045502693773776	0.00482667836770513
Visa_msaldototal	0.00897845908487325	0.011363900974184	0.0109697235629662
mrentabilidad_lag1	0.00865908534512034	0.00791828042899252	0.00899517332163229
mprestamos_personales_lag1	0.00831479007502384	0.00398139390154603	0.00285212812637122
mautoservicio	0.00794192218563749	0.0105625474315907	0.0107503290917069
mcaja_ahorro_delta1	0.00790335361132925	0.00550971722173623	0.00614304519526108
mactivos_margen_lag1	0.00752400648696311	0.0160777128704972	0.0140412461605968
thomebanking	0.0069182670572697	0.00616300886246367	0.00526546731022378
ccomisiones_otras_lag1	0.0065962908877371	0.00462114900269617	0.00526546731022378
mcomisiones_otras_lag1	0.00649918346764611	0.00715797812273435	0.0105309346204476
mcuenta_debitos_automaticos	0.00641276414333365	0.0175199639597794	0.00702062308029838
mcomisiones_mantenimiento	0.00603001061250587	0.00408000903242404	0.00351031154014919
cproductos	0.00590661216223017	0.00956152993023224	0.00614304519526108
cproductos_delta1	0.00566391149184879	0.00690626088908405	0.00241333918385257
ctrx_quarter_delta1	0.00484558491756359	0.0152611187204011	0.0111891180342255
mcomisiones_lag1	0.00472704071366316	0.00567311573493169	0.00702062308029838
cplazo_fijo	0.00463035755482528	0.0185320267014099	0.00416849495392716
mprestamos_personales_delta1	0.00456866155687917	0.0101906190062261	0.00372970601140851
Visa_mconsumototal	0.0045399342003422	0.0050113517564901	0.00460728389644581
Visa_Fvencimiento_lag1	0.00426213908787911	0.00165987736403963	0.00372970601140851
mpagomiscuentas	0.00411478542066573	0.00819338419484871	0.00504607283896446
cextraccion_autoservicio	0.00407913975612449	0.00341281123738617	0.00372970601140851
mcomisiones_mantenimiento_delta1	0.00397399267512682	0.00242697674123449	0.00109697235629662
ccallcenter_transacciones_delta1	0.00372888761963034	0.0067339724215279	0.00307152259763054
Visa_status	0.00346374060032319	0.00874833431560449	0.00219394471259324
mpayroll_delta1	0.00345685560547077	0.0092129208343948	0.00614304519526108
ccomisiones_mantenimiento	0.00336764772036114	0.00465341108868872	0.00307152259763054
Master_fechaalta	0.00332854671951985	0.00674805138272656	0.00965335673541027
ctarjeta_visa_transacciones_delta1	0.00304097648049344	0.00912725661975067	0.00438788942518649
Master_status_delta1	0.00299732486005276	0.00395949062846404	0.00153576129881527
canarito76	0.00288310409356959	0.00873653544529208	0.0100921456779289
Visa_fechaalta	0.00283136541508931	0.00855297612847086	0.0105309346204476
chomebanking_transacciones	0.00281168392329139	0.0053703916681082	0.00767880649407635
mcomisiones_otras	0.00267828623850699	0.00435254949610496	0.00658183413777973
Visa_mpagospesos	0.00258978295463211	0.00594145123099923	0.00855638437911365
cliente_edad_lag1	0.00258065873537897	0.0066442376446279	0.00833698990785432
Visa_mpagominimo_lag1	0.00254429922609141	0.00841785554245621	0.00877577885037297
tcallcenter	0.00254305263792702	0.00510068331731758	0.00219394471259324
Visa_mconsumospesos	0.0025388638017479	0.00953781698501528	0.008117595436595
ccallcenter_transacciones	0.00238178222168537	0.00871813151169656	0.00329091706888986
Master_msaldopesos	0.00236301311383905	0.00404666210318876	0.00285212812637122
ccajas_consultas_delta1	0.00234274903434297	0.00913115917530966	0.00197455024133392
Master_Fvencimiento	0.00222812064210738	0.00205119856241566	0.00438788942518649
Visa_msaldototal_delta1	0.00218527377507877	0.00196497752557615	0.00394910048266784
Master_status	0.00216308926909896	0.00691941341335419	0.00219394471259324
ccomisiones_otras	0.00206478798360086	0.00452344110798132	0.00482667836770513
cprestamos_personales	0.00206384165946272	0.00083053390574591	0.000658183413777973
canarito26	0.00204037333084107	0.00309804829068331	0.00526546731022378
mcomisiones_mantenimiento_lag1	0.00203169969926173	0.00347931308820315	0.00351031154014919
canarito51	0.00200602177012117	0.00572038801924276	0.00460728389644581
ctarjeta_master	0.001924337684787	0.00131072584658083	0.000877577885037297
canarito33	0.00191947383886465	0.0044713590319481	0.0063624396665204
Master_Fvencimiento_lag1	0.00183253088044993	0.00174066458428286	0.00416849495392716
Visa_Fvencimiento	0.00178959721885321	0.00330026115104969	0.00482667836770513
canarito67	0.00178389238030879	0.00220521270154245	0.00526546731022378
Visa_fechaalta_lag1	0.00172144050373312	0.00256035005760158	0.00548486178148311
cliente_edad	0.00171808789193341	0.00408714211675449	0.00570425625274243
canarito52	0.00164148771281012	0.00179494514794955	0.00438788942518649
ctarjeta_master_transacciones	0.00162139364297293	0.00443395114083963	0.00219394471259324
ccaja_ahorro	0.00161753382485536	0.00580884114505512	0.00241333918385257
Visa_msaldototal_lag1	0.00160890810321234	0.0031587515103622	0.00680122860903905
canarito77	0.00154390933535448	0.00638068793932581	0.0063624396665204
canarito17	0.00153352377739991	0.00255437861957528	0.00460728389644581
chomebanking_transacciones_lag1	0.00151660402272091	0.00486148018248926	0.00570425625274243
mcuenta_debitos_automaticos_lag1	0.00151452574292876	0.00245076168932155	0.00394910048266784
canarito48	0.00149547002206982	0.00464361389816487	0.00548486178148311
tmobile_app_delta1	0.00148271812657734	0.00767606277400302	0.00153576129881527
Visa_cconsumos_delta1	0.00147310382729798	0.00225188016174475	0.00285212812637122
canarito43	0.00147011163017437	0.00447126782831265	0.00614304519526108
ctransferencias_recibidas	0.00146272864872132	0.000375278958919526	0.000877577885037297
canarito59	0.00145419908457647	0.00430844533807793	0.00592365072400176
canarito56	0.00143157057190066	0.00404886539101358	0.0063624396665204
ctarjeta_visa_debitos_automaticos_delta1	0.00142239501431807	0.00649164436213759	0.00153576129881527
canarito47	0.00139511553847657	0.00237416503611767	0.00394910048266784
canarito11	0.00138204938522859	0.0029456998179513	0.00416849495392716
canarito60	0.00130811291080355	0.00284989759919822	0.00482667836770513
cmobile_app_trx	0.0013063175255557	0.0014962628422339	0.00197455024133392
Visa_cconsumos	0.0013023704902127	0.00277468820129145	0.00658183413777973
mrentabilidad_delta1	0.00128773206917107	0.00126430319613684	0.00263273365511189
canarito12	0.00126279234723661	0.00184437751836338	0.00438788942518649
Visa_mconsumospesos_lag1	0.00123079442434968	0.0016540355311795	0.00329091706888986
canarito86	0.0011951396597201	0.00129035863472747	0.00351031154014919
Master_fechaalta_lag1	0.00118227696063983	0.00383868901321502	0.00614304519526108
