Feature	Gain	Cover	Frequency
ctrx_quarter	0.0972255163794294	0.0236638450177722	0.0156380792938133
ctrx_quarter_lag1	0.0915255250841465	0.0120049358013361	0.0119853892397839
mcaja_ahorro	0.0420078618133641	0.0110146235439348	0.0130127083174796
cpayroll_trx	0.041551750781407	0.020157451602189	0.00620196332090404
mcuentas_saldo	0.0259931781158377	0.0175930695478048	0.0142302716688228
mpayroll	0.0244715698006936	0.0220023291061795	0.00897952971615555
ctarjeta_visa_transacciones	0.020904172373961	0.0119955164342418	0.0122897800776197
mprestamos_personales	0.018575677485058	0.0164503834049646	0.00506049767901986
Visa_msaldopesos	0.0184779695313137	0.0104153011112907	0.0135834411384217
mtarjeta_visa_consumo	0.0161257904895613	0.0102811037266388	0.0139639296857165
mactivos_margen	0.0155273990631753	0.0128167544838728	0.0122136823681607
mpasivos_margen	0.0129862565907394	0.00570709253851608	0.0116049006924892
mpasivos_margen_lag1	0.0120877491957452	0.0027800859220627	0.00532683966212617
mpayroll_lag1	0.0105265270346564	0.012511390233901	0.010463435050605
Visa_msaldototal	0.00858218454597122	0.00984018150338955	0.0135453922836923
mprestamos_personales_lag1	0.00789061316453933	0.00337367341344759	0.00186439388174416
mrentabilidad_annual_lag1	0.00788048094732671	0.00793316122103953	0.00620196332090404
mactivos_margen_delta1	0.0077550733489682	0.00520416479983071	0.00517464424320828
ccomisiones_mantenimiento_delta1	0.00721689835657196	0.00578135659624901	0.00213073586485047
Visa_mpagominimo	0.00710741729834359	0.00649330566555895	0.00875123658777871
mcomisiones_otras_lag1	0.00682245478569585	0.00866412722552625	0.00989270222966289
mactivos_margen_lag1	0.00675430075828284	0.0143527807780162	0.00684879385130508
mautoservicio	0.00674407325170443	0.00495107003022862	0.00696294041549349
thomebanking	0.00578363979310874	0.00264521426340166	0.00220683357430941
ctrx_quarter_delta1	0.00571245653111985	0.0104762145436444	0.00745757552697664
cproductos_delta1	0.00518256798734228	0.00161046012443929	0.00106536793242523
cpayroll_trx_lag1	0.00510431169715862	0.00394576360455095	0.00258732212160414
mcuenta_debitos_automaticos	0.00489166512530049	0.0127738008213746	0.00460391142226619
mrentabilidad_annual	0.00483344096603621	0.00352687930485124	0.0048702534053725
cproductos	0.00453570567310587	0.00461912252744985	0.00323415265200517
mcomisiones_lag1	0.00443601001552824	0.00552200311897002	0.00783806407427136
Visa_msaldopesos_lag1	0.00436634381753726	0.00180577081552618	0.00338634807092307
mcuentas_saldo_delta1	0.00434232737974034	0.0082915595299449	0.0057073282094209
mrentabilidad_annual_delta1	0.00432274952581494	0.00392508024932322	0.00509854653374933
mprestamos_personales_delta1	0.00426149938166195	0.0149180054148345	0.00369073890875885
chomebanking_transacciones	0.0041618390763393	0.00575338987766276	0.00460391142226619
mpasivos_margen_delta1	0.00408301181798656	0.00486579965335862	0.00536488851685564
Master_fechaalta	0.00383367719224645	0.0101677546535346	0.00707708697968191
mcaja_ahorro_lag1	0.00378105815672316	0.00567151615611337	0.00913172513507343
Master_status	0.00377975433144922	0.00297172061573951	0.00102731907769576
cliente_edad_lag1	0.00373256617722801	0.00590745306030649	0.0065444030134693
Visa_fechaalta	0.00354161265068777	0.00480244077366142	0.00536488851685564
mcomisiones_mantenimiento_delta1	0.00342481866603575	0.00307508200508458	0.00121756335134312
mrentabilidad_lag1	0.00336641299887165	0.00227574702420123	0.00266341983106309
Visa_fechaalta_lag1	0.0032842735617499	0.00444237724876583	0.0048702534053725
mrentabilidad	0.00327178771156167	0.00171605986268227	0.00312000608781676
canarito17	0.00325826294873479	0.00365936451514451	0.00509854653374933
mcaja_ahorro_delta1	0.00325572553860097	0.00484837930271042	0.00376683661821779
canarito78	0.00316383757746872	0.00277344552713425	0.00532683966212617
canarito55	0.00313023868794272	0.00239571241101925	0.00414732516551252
cliente_edad	0.00309558392923128	0.00753528537296477	0.00662050072292824
chomebanking_transacciones_lag1	0.00309548649309804	0.0034098903561589	0.00365269005402937
ccomisiones_mantenimiento	0.00308802361235262	0.00830040817225301	0.00228293128376836
mtransferencias_recibidas	0.00307425569604093	0.00406383500383997	0.00448976485807777
canarito41	0.00306382465176113	0.00209373397982147	0.00395708089186515
Master_fechaalta_lag1	0.00305535246568326	0.00381908317103919	0.00639220759455141
canarito52	0.00299449668403436	0.0037891020588509	0.00521269309793775
canarito12	0.00297255057602411	0.00244482364009299	0.00433756943915988
canarito75	0.00294236592237001	0.00391473375546643	0.00468000913172514
canarito20	0.00293419456468624	0.00276632832415654	0.00452781371280724
canarito33	0.00292931488167424	0.00288304395106306	0.00479415569591355
mcomisiones_otras	0.00289839110176735	0.00200744737569497	0.00441366714861883
canarito3	0.00288602857529604	0.00380316669224333	0.00513659538847881
canarito5	0.00283552016366475	0.00189688209099961	0.00414732516551252
Master_Fvencimiento	0.00280205513931963	0.00224061132802586	0.00437561829388935
mpagomiscuentas	0.00279548383715466	0.00423671885976142	0.00266341983106309
Visa_Fvencimiento	0.00277112696831169	0.00169474919181397	0.00407122745605357
canarito14	0.00276516950169084	0.00363935182174364	0.00422342287497146
canarito79	0.00273527043667451	0.00329729382101126	0.00460391142226619
canarito40	0.00270747560689558	0.00279774106455334	0.00452781371280724
canarito7	0.00269055872335817	0.0024111460614622	0.00441366714861883
canarito21	0.00268164665724937	0.00256733561535592	0.00509854653374933
canarito68	0.00267632109662823	0.00246134094519336	0.00407122745605357
canarito8	0.00267376384158756	0.00180736619599403	0.0044517160033483
mcomisiones	0.00266818907910171	0.001797203923429	0.00338634807092307
canarito80	0.00266644378697449	0.00240367486462974	0.00380488547294726
canarito2	0.00264869033898484	0.00327233364206895	0.00464196027699566
canarito89	0.00262740435749521	0.0023879293624576	0.00437561829388935
canarito27	0.00261578157115522	0.00277759712853285	0.00441366714861883
