Feature	Gain	Cover	Frequency
ctrx_quarter_lag1	0.109292281970377	0.0132680916740143	0.0121803601149947
ctrx_quarter	0.0745135522351031	0.0212149118142865	0.0139960659706461
cpayroll_trx	0.0419048030259555	0.0161555362330853	0.00506884551369345
mcaja_ahorro	0.0357486350583183	0.0108145921057605	0.0134664850960811
mpayroll	0.0261451884902405	0.0233242332177087	0.0092298380995612
mcuentas_saldo	0.0249380505464369	0.0155273747391774	0.0152821909517325
mtarjeta_visa_consumo	0.0233139982661609	0.0091641110132853	0.0132395218641247
mpasivos_margen_lag1	0.0189898072045687	0.0029198511889884	0.00522015433499773
mprestamos_personales	0.0174028773035686	0.0139911068130725	0.0042366469965199
mpayroll_lag1	0.0151376323131784	0.0106517022542817	0.00900287486760478
Visa_msaldopesos	0.0148328617340188	0.00837818046390888	0.0113481615978212
mactivos_margen	0.0146176757644414	0.0117885553723346	0.011272507187169
ctarjeta_visa_transacciones	0.0113079478219843	0.00904161235043192	0.0119533968830383
ccomisiones_mantenimiento_delta1	0.00975549078603532	0.0044892125626746	0.00174005144499924
mrentabilidad_annual_lag1	0.00936616671092645	0.0079153236044325	0.0071871690119534
Visa_mpagominimo	0.00885859456128725	0.00866325347896081	0.010742926312604
Visa_msaldopesos_lag1	0.00760444379052589	0.00226879172808649	0.00378272053260705
ctrx_quarter_delta1	0.00751184346449461	0.0100201794795802	0.00892722045695264
mactivos_margen_delta1	0.00699320228161499	0.0037387926707498	0.00385837494325919
mcomisiones_otras_lag1	0.00635113762650874	0.00658955437119715	0.00854894840369193
Master_fechaalta	0.00543578155006558	0.00906580386447497	0.00703586019064912
mcomisiones_mantenimiento	0.00519064373329851	0.00563795272284058	0.00370706612195491
Visa_msaldototal	0.00513668296558818	0.00847053438399253	0.00938114692086549
mactivos_margen_lag1	0.00497913551156448	0.0126805203759701	0.00612800726282342
chomebanking_transacciones	0.00496308249854002	0.00570761981775626	0.00438795581782418
thomebanking	0.00487976231631134	0.00242068036235452	0.00211832349825995
mcuenta_debitos_automaticos	0.00471136609465322	0.0126243372349091	0.00438795581782418
mcuentas_saldo_delta1	0.00458394544464903	0.00760994214340222	0.00620366167347556
mprestamos_personales_delta1	0.00441790644817165	0.0121888511514537	0.00310183083673778
mpasivos_margen_delta1	0.00439192885159189	0.00432264350420449	0.00393402935391133
mrentabilidad_annual_delta1	0.00437707024759575	0.00407857568791572	0.00506884551369345
Visa_fechaalta_lag1	0.00433068234266331	0.00506615153497414	0.00499319110304131
cproductos	0.00420943804670538	0.00443924475743462	0.00355575730065063
mprestamos_personales_lag1	0.00420774957776413	0.00432105144629797	0.00204266908760781
mrentabilidad	0.00419841588381245	0.0023763769826539	0.00355575730065063
cproductos_delta1	0.00408094822974956	0.00152544872770959	0.00075654410652141
cliente_edad	0.00405466470969874	0.00783333019532895	0.00748978665456196
mcomisiones_lag1	0.00396126154345192	0.00562019496719722	0.0062793160841277
canarito68	0.00393942467792372	0.00345001132569609	0.00567408079891058
canarito17	0.00376062860471347	0.0023117263262943	0.00514449992434559
canarito38	0.00365719055793535	0.00237831851668625	0.00544711756695415
chomebanking_transacciones_lag1	0.00363017046959016	0.0044310684722409	0.00491753669238917
Master_status	0.00360261693547193	0.00257425813123068	0.00121047057043426
canarito20	0.00349186217230557	0.0025928119158273	0.00476622787108488
mrentabilidad_annual	0.00348579333183649	0.00339299817883622	0.00567408079891058
canarito90	0.00346868914448879	0.00356135344861609	0.00522015433499773
cprestamos_personales_lag1	0.00342408376842111	0.000554929257125346	0.000453926463912846
canarito3	0.0033907276987385	0.00427680388570079	0.00574973520956272
canarito70	0.00336064394412036	0.00266970637117839	0.00499319110304131
mcuentas_saldo_lag1	0.00329622478388082	0.00128442669293407	0.00385837494325919
Visa_fechaalta	0.003262309867927	0.00561733848525213	0.00650627931608413
mpayroll_delta1	0.00322937840008276	0.00890305234729596	0.00643062490543199
canarito55	0.00313591454347034	0.00187565535571168	0.00393402935391133
canarito14	0.00311735245330028	0.00427395225759078	0.00491753669238917
mpasivos_margen	0.00306056240376289	0.00460958039192748	0.00870025722499622
canarito80	0.00302867799583723	0.0034634394604473	0.00469057346043274
mrentabilidad_lag1	0.00300450971163806	0.00267392192694612	0.00363141171130277
cliente_edad_lag1	0.00295884916837488	0.00461090548890455	0.00544711756695415
Master_Fvencimiento	0.00295351986996916	0.00217865601063479	0.00484188228173703
canarito24	0.0029334655856218	0.00251754834906338	0.00484188228173703
canarito60	0.00293306978963207	0.00290907810202642	0.00484188228173703
mcomisiones_otras	0.00293031250647039	0.00215257635474529	0.00431230140717204
canarito86	0.00290811176883484	0.00350844179239956	0.00522015433499773
canarito33	0.00289124405856619	0.00258005603723478	0.00446361022847632
canarito88	0.0028213294697068	0.00301247692383659	0.0046149190497806
canarito41	0.00281413246716753	0.00157688724497908	0.00378272053260705
canarito31	0.00280684625399351	0.00235930604467449	0.00476622787108488
canarito36	0.00280217362799932	0.00275053243294498	0.00476622787108488
canarito5	0.00276586873577993	0.00187734691723736	0.00363141171130277
Master_Fvencimiento_lag1	0.0027578139374542	0.00200650261490415	0.0042366469965199
mrentabilidad_delta1	0.00274897148781943	0.00178271897541832	0.00385837494325919
canarito54	0.0027421904340958	0.00274790893508378	0.00416099258586776
canarito84	0.00270960684525576	0.00193864600047363	0.00438795581782418
canarito1	0.00270725218290598	0.00225544610853165	0.00416099258586776
