Feature	Gain	Cover	Frequency
ctrx_quarter_lag1	0.105334073427007	0.0112370760943844	0.00950806118230674
ctrx_quarter	0.0870461186343489	0.0205176201601839	0.0107941757383676
mcaja_ahorro	0.0426992771452096	0.00874041483135283	0.00950806118230674
cpayroll_trx	0.0410126252817456	0.0173286059487782	0.00546598686325846
mcuentas_saldo	0.0269564712394009	0.0159482800499953	0.0144687887556842
mpayroll	0.0247793333516898	0.0190772655165228	0.00831381195167884
ctarjeta_visa_transacciones	0.0198247383897068	0.0105182119627593	0.0106104450875017
mprestamos_personales	0.019413309919334	0.0179481219238613	0.00606311147857241
Visa_msaldopesos	0.0176445778768711	0.00764365594257091	0.0103807817739194
mtarjeta_visa_consumo	0.0160114170864284	0.00808533059092363	0.00973772449588903
mactivos_margen	0.0156733516047192	0.0107138310642877	0.0101970511230536
mpasivos_margen	0.0140863247641662	0.00442439211734691	0.0071654953837674
mpasivos_margen_lag1	0.0118845816208823	0.0037744219204645	0.0047769969225116
mpayroll_lag1	0.00985577588115031	0.0104870988339027	0.00891093656699279
Visa_msaldototal	0.00858357439979722	0.00793372648082555	0.0109319737265169
mactivos_margen_delta1	0.00779391427358243	0.00587685215522632	0.00454733360892931
mrentabilidad_annual_lag1	0.00742478419238776	0.00774539003624677	0.00670616875660282
Visa_mpagominimo	0.00741813467036734	0.00615758124097156	0.00721142804648386
ccomisiones_mantenimiento_delta1	0.00736170608045415	0.00528221743541016	0.00243443112397226
mautoservicio	0.0069786523382756	0.00428754636935593	0.00564971751412429
mcomisiones_otras_lag1	0.00690367386779421	0.00816915166045821	0.00932433053144091
mprestamos_personales_lag1	0.00665236661485725	0.00299848256594638	0.00165357585779248
thomebanking	0.00586833637515323	0.00276757494557702	0.00266409443755455
cpayroll_trx_lag1	0.00582449212549072	0.00302545960804659	0.00179137384594185
mactivos_margen_lag1	0.00580455039157901	0.0140623134993196	0.00679803408203574
ctrx_quarter_delta1	0.0057139238336937	0.00954890419450349	0.00638464011758762
cproductos	0.00528497151925701	0.00463863748100664	0.0032612190528685
mrentabilidad_annual	0.00525215092705337	0.00346038912889129	0.00528225621239263
mrentabilidad_annual_delta1	0.00506608238197074	0.00579258603443371	0.00688989940746865
mcuenta_debitos_automaticos	0.00473121313708039	0.0120359835617486	0.0047769969225116
mcaja_ahorro_lag1	0.00469205722773216	0.00423467196794771	0.00661430343116991
mprestamos_personales_delta1	0.0046619160146227	0.0172004196266934	0.00482292958522806
cproductos_delta1	0.00458803984072465	0.0024641100984217	0.0011942492306279
Visa_fechaalta_lag1	0.00451145835020177	0.00503975351003691	0.00578751550227367
chomebanking_transacciones	0.00444499504744334	0.00647365433246794	0.00551191952597492
mcuentas_saldo_delta1	0.00433092661496236	0.00931863814153207	0.0062927747921547
mcomisiones_lag1	0.00410319537996864	0.00495472213227595	0.00702769739561802
Visa_msaldopesos_lag1	0.00410188742864557	0.00126233760838205	0.00275595976298746
mcomisiones_mantenimiento	0.00409575344742759	0.0052433338271861	0.00353681502916724
cliente_edad	0.00398403116177711	0.00731386024462248	0.00734922603463323
mpasivos_margen_delta1	0.00392519407610677	0.00483263705834667	0.00519039088695972
Master_status	0.00380548797892478	0.00499412361832753	0.00128611455606082
mrentabilidad	0.00377156827516499	0.00234657841905181	0.00399614165633182
mtransferencias_recibidas	0.00346720663789668	0.0031716040373871	0.00372054568003307
mcomisiones_mantenimiento_delta1	0.00345872897512046	0.00150049551833672	0.000964585917045611
mrentabilidad_lag1	0.00331279387875356	0.00276712064650065	0.00335308437830141
Master_fechaalta	0.0032554592462542	0.00917062102897596	0.00684396674475219
Master_fechaalta_lag1	0.00319614086520286	0.00494525583421885	0.00670616875660282
canarito3	0.003185085180088	0.0048651893789338	0.00578751550227367
canarito20	0.00312188565398264	0.00266789964746103	0.00514445822424326
canarito52	0.00307530424576999	0.00389568278258346	0.00523632354967617
Visa_Fvencimiento_lag1	0.00305743509976397	0.00231514046057569	0.00473106425979514
canarito12	0.00304993233063396	0.00331353724144711	0.00519039088695972
chomebanking_transacciones_lag1	0.00304060632820093	0.00386105779470894	0.0047769969225116
canarito38	0.00302953614906853	0.00253955495648702	0.00500666023609389
canarito14	0.0030276439145396	0.00481483385204828	0.00551191952597492
canarito79	0.00294316334715	0.00412713949216727	0.00528225621239263
canarito17	0.00293704864898664	0.00247793443087559	0.00482292958522806
canarito55	0.00293506978399578	0.00323570066636138	0.00519039088695972
mrentabilidad_delta1	0.00286135357928999	0.00223639413135991	0.00427173763263056
canarito49	0.00284026199452108	0.00403416308246755	0.00537412153782555
canarito70	0.00281533123936564	0.00369052224447395	0.00542005420054201
canarito11	0.00280506455748785	0.00219022093032255	0.00500666023609389
Visa_fechaalta	0.00278861893028893	0.00446130940819459	0.00587938082770658
canarito27	0.00278331064627064	0.00287508661376618	0.00523632354967617
canarito33	0.00273315220585804	0.00324368037761894	0.00532818887510909
cliente_edad_lag1	0.00272241798088516	0.00427305272604906	0.00523632354967617
mcomisiones_otras	0.0027128089836525	0.00181077600761498	0.00367461301731661
canarito41	0.00271101945970084	0.00227490782685002	0.0039042763308989
canarito80	0.00270392939899982	0.00324400751919302	0.00440953562077994
